"Name, Vornamen",Geburts­jahr,Partei,kandidiert im/für,ausgeschieden
"Töpperwien, Olaf",1969,LKR,"Wahlkreis 053
    und 
    Land Niedersachsen (Platz 6)",
"Toprak, Ali Ertan",1969,CDU,Land Hamburg (Platz 12),
"Tornau, Birgit",1958,CDU,Land Nordrhein-Westfalen (Platz 64),
"Törner-Roos, Christine",1971,Bündnis C,Land Hessen (Platz 14),
"Tornes, Susanne Maria",1967,CDU,Land Saarland (Platz 18),
"Tornow, Marie",1982,du.,Land Berlin (Platz 5),
"Torrini, Mario Roberto",1997,Die PARTEI,Land Hessen (Platz 21),
"Toso, Roswitha Erna",1963,FREIE WÄHLER,"Wahlkreis 229
    und 
    Land Bayern (Platz 24)",
"Prof. Dr. Trabert, Gerhard",1956,DIE LINKE,Wahlkreis 205,
"Traeger, Isabelle",1993,Die PARTEI,Land Nordrhein-Westfalen (Platz 40),
"Träger, Carsten Dietmar",1973,SPD,"Wahlkreis 243
    und 
    Land Bayern (Platz 3)",
"Trah-Bente, Kevin Heinz",1993,SPD,Land Hessen (Platz 35),
"Tramnitz, Christian",1979,GRÜNE,"Wahlkreis 176
    und 
    Land Hessen (Platz 14)",
"Tran, Minh-Quan",1983,BÜRGERBEWEGUNG,Land Baden-Württemberg (Platz 30),
"Trapp, Samuel",1988,Die PARTEI,Land Bayern (Platz 27),
"Trasente, Pasquale",1974,dieBasis,"Wahlkreis 250
    und 
    Land Bayern (Platz 63)",
"Trăsnea, Ana-Maria",1994,SPD,"Wahlkreis 084
    und 
    Land Berlin (Platz 6)",
"Trasper, Roxana Erna",1981,FREIE WÄHLER,"Wahlkreis 065
    und 
    Land Brandenburg (Platz 4)",
"Traubinger, Verena Agathe",1992,Die PARTEI,Land Sachsen (Platz 10),
"Trauden, Katharina",1989,SPD,Land Saarland (Platz 8),
"Traute, Olaf",1966,Volt,Land Nordrhein-Westfalen (Platz 8),
"Trauth, Martina",1964,DIE LINKE,Land Brandenburg (Platz 5),
"Trautmann, Sophie",1998,Volt,Land Thüringen (Platz 1),
"Trautmann, Stefan",1987,NPD,Land Sachsen (Platz 4),
"Treder, Christian",1993,Die PARTEI,Wahlkreis 263,
"Treise, Lucas",1981,Tierschutzpartei,Land Mecklenburg-Vorpommern (Platz 8),
"Treml, Scarlett Stephanie",1989,Tierschutzpartei,Land Baden-Württemberg (Platz 8),
"Trendelenburg, Rolf-Andreas",1952,MLPD,Land Berlin (Platz 8),
"Trenkler, Frank-Michael",1960,AfD,Land Sachsen (Platz 11),
"Dr. Tressat, Michael",1977,dieBasis,Land Niedersachsen (Platz 4),
"Treu, Nina Sophie",1984,DIE LINKE,"Wahlkreis 152
    und 
    Land Sachsen (Platz 7)",
"Treutler, Heinz Jürgen",1951,AfD,"Wahlkreis 196
    und 
    Land Thüringen (Platz 8)",
"Dr. Triebel, Andreas Conrad",1945,dieBasis,Wahlkreis 140,
"Trittin, Jürgen",1954,GRÜNE,"Wahlkreis 053
    und 
    Land Niedersachsen (Platz 4)",
"Trittmacher, Daniela",1964,dieBasis,Wahlkreis 156,
"Troff-Schaffarzyk, Anja",1969,SPD,"Wahlkreis 025
    und 
    Land Niedersachsen (Platz 14)",
"Trojanowski, Noah Georg",2002,"Unsere Zukunftsperspektive für Digitalisierung, Bildung und Umwelt",Wahlkreis 142,
"Tropp, Michael Stefan",1960,Wir! Gemeinsam stark,Wahlkreis 138,
"Troppenhagen, Lissi",1963,Die PARTEI,Land Niedersachsen (Platz 24),
"Trost, Katharina",1992,Volt,Land Hessen (Platz 5),
"Truckenbrodt, Martin",1971,ÖDP,Land Thüringen (Platz 3),
"True, Dennis",1988,SPD,Land Niedersachsen (Platz 63),
"Tsambasis, Georg Daniel",1989,Tierschutzpartei,Wahlkreis 075,
"Tschauder, Norbert Sebastian",1998,Die PARTEI,Land Niedersachsen (Platz 19),
"Tschirner, Lars",1972,FREIE WÄHLER,Land Sachsen (Platz 17),
"Tsomakaeva, Susan Stephanie",1970,BÜNDNIS21,Land Hessen (Platz 1),
"Tuchscherer, Stefano",2000,PIRATEN,Wahlkreis 092,
"Tuncel, Cindi",1977,DIE LINKE,"Wahlkreis 054
    und 
    Land Bremen (Platz 2)",
"Tuncer, Cengiz",1970,DIE LINKE,Wahlkreis 253,
"Turbanisch, Anja Sylvia",1978,LKR,Land Hessen (Platz 12),
"Turğut-Wenzel, Fırat",1987,DIE LINKE,"Wahlkreis 186
    und 
    Land Hessen (Platz 10)",
"Türkel, Tunçer",1956,Team Todenhöfer,Land Niedersachsen (Platz 2),
"Türk-Nachbaur, Derya",1973,SPD,"Wahlkreis 286
    und 
    Land Baden-Württemberg (Platz 19)",
"Turowski, Martin",1973,FDP,"Wahlkreis 010
    und 
    Land Schleswig-Holstein (Platz 8)",
"Twiste, Carina",1997,Die PARTEI,Land Nordrhein-Westfalen (Platz 52),
"Twiste, Jennifer",1993,Die PARTEI,Land Nordrhein-Westfalen (Platz 28),
"Twupack, Harald Siegfried",1962,LKR,Wahlkreis 157,
"Uca, Behiye",1971,DIE LINKE,Land Niedersachsen (Platz 6),
"Uehlein, Dirk Martin",1968,ÖDP,Land Baden-Württemberg (Platz 18),
"Ufermann-Schützinger, Reinhild Gertrud",1953,NPD,Land Baden-Württemberg (Platz 3),
"Ugodnikov, Yan",1988,Die Humanisten,Wahlkreis 140,
"Uguzer, Kivanc-Mert",1994,Team Todenhöfer,Land Baden-Württemberg (Platz 4),
"Uhl, Harald Paul",1958,FREIE WÄHLER,Wahlkreis 186,
"Uhl, Markus Alexander",1979,CDU,"Wahlkreis 299
    und 
    Land Saarland (Platz 4)",
"Uhlig, Katrin Babette",1982,GRÜNE,"Wahlkreis 096
    und 
    Land Nordrhein-Westfalen (Platz 15)",
"Uhlig, Nathanael Johannes",1994,ÖDP,Wahlkreis 058,
"Uhlstein, Christian",1989,III. Weg,Land Bayern (Platz 2),
"Prof. Dr. Ullmann, Andrew John",1963,FDP,"Wahlkreis 251
    und 
    Land Bayern (Platz 10)",
"Ullmann, Fritz Peter",1979,MLPD,Land Nordrhein-Westfalen (Platz 4),
"Ullrich, Corinna",1982,GRÜNE,Land Bayern (Platz 35),
"Ullrich, Frank",1958,SPD,"Wahlkreis 196
    und 
    Land Thüringen (Platz 3)",
"Ullrich, Gerald",1962,FDP,"Wahlkreis 196
    und 
    Land Thüringen (Platz 1)",
"Ullrich, Hans-Herbert",1958,DIE LINKE,Wahlkreis 041,
"Ullrich, Martin Jürgen",1981,Tierschutzpartei,Wahlkreis 081,
"Dr. Ullrich, Volker Michael",1975,CSU,"Wahlkreis 252
    und 
    Land Bayern (Platz 19)",
"Ulrich, Alexander",1971,DIE LINKE,"Wahlkreis 209
    und 
    Land Rheinland-Pfalz (Platz 1)",
"Ulrich, Dirk-Claas",1978,GRÜNE,Land Niedersachsen (Platz 34),
"Ulrich, Fabian Manuel",1988,BÜRGERBEWEGUNG,Land Baden-Württemberg (Platz 13),
"Ultsch, Clemens",1988,Die PARTEI,Land Niedersachsen (Platz 33),
"Ungar, Cylia",1997,GRÜNE,Land Nordrhein-Westfalen (Platz 69),
"Ungar, Martin",1955,Gesundheitsforschung,Land Nordrhein-Westfalen (Platz 7),
"Unger, Jannik",1997,Volt,Land Niedersachsen (Platz 4),
"Unholzer, Roland",1976,BP,Land Bayern (Platz 34),
"Unverzagt, Thomas Andreas",1955,dieBasis,"Wahlkreis 184
    und 
    Land Hessen (Platz 19)",
"Upmeier zu Belzen, Stefan",1965,Volt,"Wahlkreis 132
    und 
    Land Nordrhein-Westfalen (Platz 24)",
"Urban, Rainer",1942,LKR,"Wahlkreis 007
    und 
    Land Schleswig-Holstein (Platz 6)",
"Urbank-Seiter, Astrid",1967,MLPD,Land Bayern (Platz 6),
"Utz, Erich Horst",1959,DIE LINKE,Wahlkreis 223,
"Utz, Marianne",1955,PIRATEN,Wahlkreis 076,
"Utz, Thomas",1989,SPD,"Wahlkreis 266
    und 
    Land Baden-Württemberg (Platz 26)",
"von Vacano, Antonius Maria Franziskus",1962,MLPD,Land Bayern (Platz 12),
"Vaeckenstedt, Silvia Ingrid",1970,GRÜNE,Wahlkreis 103,
"Vagedes, Josef Heinrich Nikolaus",1952,FREIE WÄHLER,"Wahlkreis 038
    und 
    Land Niedersachsen (Platz 11)",
"Vaisi, Mohamad Shoan",1990,DIE LINKE,"Wahlkreis 103
    und 
    Land Nordrhein-Westfalen (Platz 12)",
"Van Huet, Cedrick",2003,BP,"Wahlkreis 250
    und 
    Land Bayern (Platz 35)",
"Vandreier, Christoph",1981,SGP,Land Berlin (Platz 1),
"Varghese, Dave",1977,DKP,Land Nordrhein-Westfalen (Platz 2),
"Varvaroussis, Ernestos Andreas",1963,FDP,"Wahlkreis 185
    und 
    Land Hessen (Platz 12)",
"Vath, Melissa",1996,ÖDP,Land Bayern (Platz 9),
"Vauk, Harald Harry Bernhard",1957,ÖDP,Wahlkreis 154,
"Vaupel, Monika",1959,SPD,Land Hessen (Platz 30),
"Vehling, Falko",1985,LKR,Land Schleswig-Holstein (Platz 5),
"Veithen, Valentin Raimund",1946,DIE LINKE,Wahlkreis 090,
"Veliev, Fatih Shenol",2001,Die PARTEI,Land Sachsen (Platz 18),
"Dr. Verlinden, Julia Maria Kornelia",1979,GRÜNE,"Wahlkreis 037
    und 
    Land Niedersachsen (Platz 5)",
"Versen, Bernd",1961,Team Todenhöfer,Land Hessen (Platz 5),
"Vesterling, Béatrice",1961,FDP,"Wahlkreis 223
    und 
    Land Bayern (Platz 25)",
"Vey, Christian",1977,PIRATEN,Land Niedersachsen (Platz 5),
"Vialon, Matthias",1958,GRÜNE,Wahlkreis 154,
"Vichel, Daniel",1991,ÖDP,Land Mecklenburg-Vorpommern (Platz 3),
"Viehl, Stefan",1964,dieBasis,Wahlkreis 201,
"Vielhaber, Sebastian",1979,FREIE WÄHLER,Wahlkreis 147,
"Vieregge, Kerstin",1976,CDU,"Wahlkreis 135
    und 
    Land Nordrhein-Westfalen (Platz 17)",
"Vierrath, Gisela Renate",1951,DKP,"Wahlkreis 064
    und 
    Land Brandenburg (Platz 1)",
"Vieweg, Eva",1974,Bündnis C,Land Sachsen (Platz 4),
"Vieweg, Janko",1975,Bündnis C,"Wahlkreis 159
    und 
    Land Sachsen (Platz 6)",
"Vlachopoulos, Wasilios",1993,Die Humanisten,"Wahlkreis 274
    und 
    Land Baden-Württemberg (Platz 10)",
"Vo, Huu Loi",1984,FDP,Land Bayern (Platz 30),
"Vogel, Johannes",1982,FDP,"Wahlkreis 149
    und 
    Land Nordrhein-Westfalen (Platz 5)",
"Vogel, Paul Thomas",1991,Die PARTEI,Wahlkreis 162,
"Vogel, Volkmar",1959,CDU,"Wahlkreis 194
    und 
    Land Thüringen (Platz 3)",
"Vogl, Stefan",1981,Die PARTEI,Land Bayern (Platz 32),
"Vogler, Holger",1981,Südpfalz - stellt Fragen!,Wahlkreis 211,
"Vogler, Kathrin",1963,DIE LINKE,"Wahlkreis 128
    und 
    Land Nordrhein-Westfalen (Platz 5)",
"Vogler, Matthias",1981,AfD,Wahlkreis 245,
"Vogler, Yvonne Denise",1985,Die PARTEI,Wahlkreis 280,
"Vogt, Karl-Edmund",1944,ÖDP,Land Thüringen (Platz 4),
"Dr. Vogt, Oliver",1977,CDU,"Wahlkreis 134
    und 
    Land Nordrhein-Westfalen (Platz 19)",
"Vöhringer, Anna Katharina",1995,MLPD,"Wahlkreis 140
    und 
    Land Nordrhein-Westfalen (Platz 3)",
"Voht, Gregor",1990,FREIE WÄHLER,"Wahlkreis 011
    und 
    Land Schleswig-Holstein (Platz 1)",
"Voigt, Fynn Lukas",1999,FDP,Land Bremen (Platz 6),
"Voigt, Jan",1954,AfD,Wahlkreis 003,
"Voigt, Udo Manfred Lothar",1952,NPD,Land Rheinland-Pfalz (Platz 1),
"Volger, Norman",1978,GRÜNE,Land Sachsen (Platz 6),
"Volkenand, Christoph",1971,Tierschutzpartei,Land Mecklenburg-Vorpommern (Platz 6),
"Völker, Christian Dieter Karl",1975,FDP,Land Rheinland-Pfalz (Platz 22),
"Völklein, Albrecht Eduard",1991,Gesundheitsforschung,Land Hessen (Platz 2),
"Volkmann, Johannes Benedikt",1996,CDU,Land Hessen (Platz 28),
"Voller, Katharina Eva Elisabeth",1981,GRÜNE,"Wahlkreis 110
    und 
    Land Nordrhein-Westfalen (Platz 39)",
"Völlers, Marja-Liisa",1984,SPD,"Wahlkreis 040
    und 
    Land Niedersachsen (Platz 16)",
"Vollertsen-Diewerge, Margit Martha Hedwig",1933,Tierschutzpartei,Land Bayern (Platz 21),
"Vollmann, Jens",1961,dieBasis,Land Sachsen-Anhalt (Platz 7),
"Dr. Vollmer, Doris",1964,Klimaliste,Wahlkreis 201,
"Vollmer, Nandino Werner",2001,LKR,Land Baden-Württemberg (Platz 11),
"Vollmer, Severine Barbara",1982,LKR,"Wahlkreis 282
    und 
    Land Baden-Württemberg (Platz 3)",
"Vollmer, Valentin Jean-Jacques",1998,LKR,Land Baden-Württemberg (Platz 10),
"Volmering, Sven",1976,CDU,Wahlkreis 125,
"Völter, Christian Thomas",1948,MLPD,Land Baden-Württemberg (Platz 21),
"Voltz, Pia",1987,Tierschutzpartei,Land Berlin (Platz 7),
"Volz, Maximilian",1996,Volt,Land Thüringen (Platz 2),
"Dr. Volz, Norbert Heinrich",1971,FREIE WÄHLER,"Wahlkreis 260
    und 
    Land Baden-Württemberg (Platz 14)",
"vom Berg, Joachim",1974,FDP,"Wahlkreis 118
    und 
    Land Nordrhein-Westfalen (Platz 31)",
"Vontz, Emily Anna",2000,SPD,Land Saarland (Platz 4),
"Vöpel, Dirk",1971,SPD,"Wahlkreis 117
    und 
    Land Nordrhein-Westfalen (Platz 63)",
"Vopel, Richard",1989,Tierschutzpartei,Land Mecklenburg-Vorpommern (Platz 15),
"Vorberg, Monika",1967,Die PARTEI,Land Nordrhein-Westfalen (Platz 10),
"Vorwachs, Tobias",1994,Die PARTEI,Land Brandenburg (Platz 18),
"Voß, Norbert Detlef",1951,Direkt – bürgerschaftlich – unabhängig,Wahlkreis 080,
"Voß, Renate",1943,MLPD,Land Mecklenburg-Vorpommern (Platz 3),
"Voß, Sven",1979,CDU,Land Schleswig-Holstein (Platz 36),
"Voß, Till Olaf",1982,CDU,Land Niedersachsen (Platz 40),
"Voß, Wiebke Dorothea",1979,V-Partei³,Land Hamburg (Platz 2),
"de Vries, Christoph Bernhard",1974,CDU,"Wahlkreis 018
    und 
    Land Hamburg (Platz 3)",
"Wach, Irene",1961,FDP,Land Rheinland-Pfalz (Platz 18),
"Wächter, Andre Mike",1973,BP,Wahlkreis 238,
"Dr. Wächter, Hans-Jürgen Karl",1962,dieBasis,Wahlkreis 132,
"Wadehn, Simon Martin",1999,Volt,"Wahlkreis 005
    und 
    Land Schleswig-Holstein (Platz 2)",
"Dr. Wadephul, Johann David",1963,CDU,"Wahlkreis 004
    und 
    Land Schleswig-Holstein (Platz 1)",
"Waeger, Katharina Marie",1997,Volt,Land Schleswig-Holstein (Platz 1),
"Wagener, Niklas",1998,GRÜNE,"Wahlkreis 247
    und 
    Land Bayern (Platz 14)",
"Wagener, Robin Till Nils Johannes",1980,GRÜNE,"Wahlkreis 135
    und 
    Land Nordrhein-Westfalen (Platz 10)",
"Dr. Wagenknecht, Sahra",1969,DIE LINKE,Land Nordrhein-Westfalen (Platz 1),
"Wagner, Andreas",1970,dieBasis,Land Brandenburg (Platz 6),
"Dr. Wagner, Carolin",1982,SPD,"Wahlkreis 233
    und 
    Land Bayern (Platz 22)",
"Wagner, Daniel",2000,KlimalisteBW,Wahlkreis 291,
"Wagner, Daniel Alexander Michael",1984,Die PARTEI,Land Baden-Württemberg (Platz 12),
"Wagner, Daniela",1957,GRÜNE,"Wahlkreis 186
    und 
    Land Hessen (Platz 13)",
"Wagner, Dietmar Werner",1952,AfD,"Wahlkreis 022
    und 
    Land Hamburg (Platz 4)",
"Wagner, Doris Else",1963,GRÜNE,"Wahlkreis 217
    und 
    Land Bayern (Platz 27)",
"Wagner, Eckhard",1958,SPD,Land Niedersachsen (Platz 33),
"Wagner, Hartmut Michael",1955,FREIE WÄHLER,Land Hamburg (Platz 8),
"Wagner, Jerrit Alois Walter",1990,V-Partei³,Land Bayern (Platz 5),
"Wagner, Johannes",1991,GRÜNE,"Wahlkreis 238
    und 
    Land Bayern (Platz 16)",
"Wagner, Josef",1968,ÖDP,Land Baden-Württemberg (Platz 15),
"Wagner, Katharina Elisabeth",1994,CDU,Land Hessen (Platz 37),
"Wagner, Kathrin",1991,Die PARTEI,Land Niedersachsen (Platz 1),
"Wagner, Lutz Udo",1968,AfD,"Wahlkreis 121
    und 
    Land Nordrhein-Westfalen (Platz 18)",
"Wagner, Magdalena Maria",1991,SPD,"Wahlkreis 213
    und 
    Land Bayern (Platz 28)",
"Wagner, Maili Susanne",1976,FREIE WÄHLER,Land Bayern (Platz 22),
"Wagner, Sascha Heribert",1980,DIE LINKE,Wahlkreis 117,
"Wagner, Simon",1982,Die PARTEI,"Wahlkreis 191
    und 
    Land Thüringen (Platz 8)",
"Wagner, Tim",1981,FDP,"Wahlkreis 191
    und 
    Land Thüringen (Platz 3)",
"Wagner, Uwe Ulrich",1959,MLPD,"Wahlkreis 020
    und 
    Land Hamburg (Platz 1)",
"Wagner, Willi Karl",1951,AfD,Wahlkreis 172,
"Wagner-Schroiff, Stefanie",1955,FDP,Land Bayern (Platz 57),
"Wahl, Simon",1997,BP,Wahlkreis 212,
"Waibel, Antje",1984,Die PARTEI,Land Baden-Württemberg (Platz 1),
"Walbe, Christian",1967,FREIE WÄHLER,Land Hamburg (Platz 1),
"Waldeck, Nelly",1997,GRÜNE,Land Schleswig-Holstein (Platz 19),
"Waldmann, Johannes",1988,SPD,"Wahlkreis 127
    und 
    Land Nordrhein-Westfalen (Platz 39)",
"Waldraff, Günter",1958,LKR,Land Baden-Württemberg (Platz 2),
"Walenczak, Fabian",1993,Volt,Land Baden-Württemberg (Platz 10),
"Dr. Wallenstein, Gabriele Anna",1947,MLPD,Land Brandenburg (Platz 2),
"Dr. Waller, Marten",1984,CDU,Land Schleswig-Holstein (Platz 29),
"Wallikewitz, Manuel",1986,Team Todenhöfer,Land Nordrhein-Westfalen (Platz 10),
"Wallmeyer, Christian",1973,ÖDP,Wahlkreis 235,
"Wallner, Heinrich Anton Ludwig",1963,BP,Land Bayern (Platz 5),
"Wallstein, Maja Scarlett",1986,SPD,"Wahlkreis 064
    und 
    Land Brandenburg (Platz 2)",
"Walter, Andreas",1962,FREIE WÄHLER,"Wahlkreis 141
    und 
    Land Nordrhein-Westfalen (Platz 18)",
"Walter, Darwin",1994,Die PARTEI,"Wahlkreis 173
    und 
    Land Hessen (Platz 15)",
"Walter, Frank",1961,LKR,Land Nordrhein-Westfalen (Platz 6),
"Walter, Hannes Artur Gerhard",1984,SPD,"Wahlkreis 065
    und 
    Land Brandenburg (Platz 7)",
"Walter, Helmut",1952,NPD,Land Hamburg (Platz 5),
"Walter, Jochen",1968,DiB,Land Baden-Württemberg (Platz 16),
"Walter, Martin",1987,Die PARTEI,Land Berlin (Platz 13),
"Walter, Sebastian",1989,GRÜNE,Wahlkreis 164,
"Walter, Thilo",1971,Die PARTEI,Land Bayern (Platz 44),
"Walter, Tobias David",1994,CDU,Land Baden-Württemberg (Platz 48),
"Walter, Victoria",1985,Die PARTEI,Land Hessen (Platz 9),
"Walter-Rosenheimer, Beate",1964,GRÜNE,"Wahlkreis 215
    und 
    Land Bayern (Platz 19)",
"Walter-Rupprecht, Janine",1986,MLPD,"Wahlkreis 195
    und 
    Land Thüringen (Platz 5)",
"Walther, Catalina Sine",2003,Die PARTEI,Wahlkreis 243,
"Walther, Rolf",1946,DIE LINKE,Wahlkreis 226,
"Wanderer, Cornelia",1962,DIE LINKE,"Wahlkreis 192
    und 
    Land Thüringen (Platz 7)",
"Wanderwitz, Marco",1975,CDU,"Wahlkreis 163
    und 
    Land Sachsen (Platz 1)",
"Wandinger-Nolen, Anita Marina",1990,Tierschutzpartei,Land Bayern (Platz 18),
"Wandtner, Lothar Englbert",1965,dieBasis,Wahlkreis 227,
"Wanger, Markus Stephan",1983,PIRATEN,"Wahlkreis 241
    und 
    Land Bayern (Platz 14)",
"Wangler, Jonathan Christian",1983,Die PARTEI,Land Hessen (Platz 41),
"Wanke, Hanna",2001,DIE LINKE,Land Bayern (Platz 23),
"Wanner, Konrad",1956,DIE LINKE,Wahlkreis 267,
"Wappelt, Karsten Ulrich",1953,MLPD,"Wahlkreis 182
    und 
    Land Hessen (Platz 10)",
"Wappler, Karsten Heiko",1963,dieBasis,Wahlkreis 081,
"Warken, Nina Ingrid",1979,CDU,Wahlkreis 276,
"Warnecke, Rüdiger",1959,GRÜNE,Wahlkreis 091,
"Warneke, Sarah Gina",1993,V-Partei³,Land Niedersachsen (Platz 1),
"Warschun, Heike",1967,DKP,Land Nordrhein-Westfalen (Platz 1),
"Warzecha, Christian Dieter",1993,FREIE WÄHLER,"Wahlkreis 052
    und 
    Land Niedersachsen (Platz 8)",
"Waschk, Hans Arno",1973,Volt,Land Berlin (Platz 6),
"Wasner, Adrian",1990,NPD,Land Mecklenburg-Vorpommern (Platz 3),
"Wassenaar, Günther",1947,UN-Menschenrecht auf Frieden,Wahlkreis 070,
"Wassermann, Thorsten",1972,FREIE WÄHLER,Land Niedersachsen (Platz 17),
"Dr. Wastlhuber, Laura",1990,CSU,Land Bayern (Platz 36),
"Watson, Erika",1976,FDP,"Wahlkreis 210
    und 
    Land Rheinland-Pfalz (Platz 9)",
"Weber, Andreas",1979,CDU,"Wahlkreis 051
    und 
    Land Niedersachsen (Platz 19)",
"Weber, Andreas Paul",1979,FREIE WÄHLER,Wahlkreis 290,
"Prof. Dr. Weber, Anke",1982,GRÜNE,"Wahlkreis 143
    und 
    Land Nordrhein-Westfalen (Platz 43)",
"Weber, Christian Albert",1984,Die PARTEI,Land Saarland (Platz 6),
"Weber, Daniel",1969,Die PARTEI,Wahlkreis 184,
"Weber, Emma",1993,DIE LINKE,"Wahlkreis 266
    und 
    Land Baden-Württemberg (Platz 17)",
"Weber, Ferdinand L.",1964,AfD,Wahlkreis 210,
"Weber, Frank Markus",1964,AfD,Wahlkreis 050,
"Weber, Franz",1946,ÖDP,"Wahlkreis 287
    und 
    Land Baden-Württemberg (Platz 13)",
"Weber, Gerry",1969,CDU,"Wahlkreis 067
    und 
    Land Sachsen-Anhalt (Platz 8)",
"Weber, Hubert",1957,dieBasis,Wahlkreis 148,
"Weber, Jan Nicolas",2000,ÖDP,Land Nordrhein-Westfalen (Platz 3),
"Weber, Karl Heinz Ulrich",1960,LKR,Land Nordrhein-Westfalen (Platz 21),
"Weber, Lukas",1997,GRÜNE,Land Baden-Württemberg (Platz 51),
"Weber, Michael",1959,CDU,Land Nordrhein-Westfalen (Platz 68),
"Weber, Mike Roger",1969,Tierschutzpartei,Land Saarland (Platz 3),
"Weber, Nicole",1972,dieBasis,"Wahlkreis 118
    und 
    Land Nordrhein-Westfalen (Platz 21)",
"Weber, Pamela Gabriele",1977,Tierschutzpartei,Land Saarland (Platz 2),
"Weber, Thomas",1969,ÖDP,Land Schleswig-Holstein (Platz 1),
"Weber, Thomas Rudi",1967,Tierschutzpartei,Land Saarland (Platz 1),
"Weber, Torsten",1974,dieBasis,"Wahlkreis 242
    und 
    Land Bayern (Platz 22)",
"Weber, Vincent",2000,Die Humanisten,Land Berlin (Platz 4),
"Dr. Weber, Walter",1944,BÜNDNIS21,Land Hamburg (Platz 1),
"Weber-Rehberg, Hanna Barbara",1940,BÜNDNIS21,Land Hessen (Platz 12),
"Weeser, Sandra",1969,FDP,"Wahlkreis 197
    und 
    Land Rheinland-Pfalz (Platz 4)",
"Wefelscheid, Bernd",1949,FREIE WÄHLER,Land Rheinland-Pfalz (Platz 33),
"Wegener, Klaus",1961,CDU,"Wahlkreis 142
    und 
    Land Nordrhein-Westfalen (Platz 63)",
"Wegge, Carmen",1989,SPD,"Wahlkreis 224
    und 
    Land Bayern (Platz 20)",
"Weggenmann, Max Christian",1990,Die PARTEI,"Wahlkreis 246
    und 
    Land Bayern (Platz 2)",
"Wegling, Melanie",1990,SPD,"Wahlkreis 184
    und 
    Land Hessen (Platz 18)",
"Wegner, Roland",1975,V-Partei³,Land Bayern (Platz 2),
"Wehde, Merlin",1999,Die Humanisten,Land Schleswig-Holstein (Platz 6),
"Wehemeyer-Blum, Rahel",1984,ÖDP,"Wahlkreis 152
    und 
    Land Sachsen (Platz 6)",
"Wehlburg, Jürgen Wilhelm Walter Joachim",1957,dieBasis,Wahlkreis 038,
"Wehr, Clemens",1966,GRÜNE,Land Brandenburg (Platz 10),
"Weich, Heinz Josef",1951,Weich - parteilos,Wahlkreis 040,
"Weide, David",1989,NPD,Land Brandenburg (Platz 4),
"Weidel, Alice Elisabeth",1979,AfD,"Wahlkreis 293
    und 
    Land Baden-Württemberg (Platz 1)",
"Weidelt, Ingo",1979,UNABHÄNGIGE,"Wahlkreis 064
    und 
    Land Brandenburg (Platz 2)",
"Weidelt, Susanne",1981,UNABHÄNGIGE,Land Brandenburg (Platz 4),
"Weidemann, Heidelind Ingeborg",1941,ÖDP,Land Rheinland-Pfalz (Platz 3),
"Weidemann, Jörg Alexander",1968,Internationalistisches Bündnis,Wahlkreis 162,
"Weidemeier, Marvin",1999,Die Humanisten,Land Schleswig-Holstein (Platz 1),
"Weidenhaupt, Josef",1954,Tierschutzallianz,Land Sachsen-Anhalt (Platz 8),
"Weidinger, Thomas",1962,FREIE WÄHLER,"Wahlkreis 152
    und 
    Land Sachsen (Platz 1)",
"Weidler, Anna Ruth",1965,CDU,Land Schleswig-Holstein (Platz 35),
"Weidmann, Volker",1960,PIRATEN,Land Hessen (Platz 9),
"Weidner, Achim",1959,FREIE WÄHLER,"Wahlkreis 184
    und 
    Land Hessen (Platz 10)",
"Weidner, Christian Claus",1969,DIE LINKE,Wahlkreis 235,
"Weidner, Elke Barbara",1956,MLPD,Wahlkreis 289,
"Weidner, Kristina",1988,Die Humanisten,"Wahlkreis 152
    und 
    Land Sachsen (Platz 5)",
"Weigand, Georg",1983,Die PARTEI,Land Schleswig-Holstein (Platz 6),
"Weigelt, Daniel",1973,Die PARTEI,"Wahlkreis 214
    und 
    Land Bayern (Platz 62)",
"Weigert, Jonas",1991,ÖDP,Land Bayern (Platz 21),
"Weigl, Anton",1963,BP,Land Bayern (Platz 36),
"Weigl, Dora Maria",1981,ÖDP,Wahlkreis 051,
"Weiher, Susanne Anette Ruth",1967,CDU,Land Baden-Württemberg (Platz 50),
"Weihrauch, Dieter Kurt Alfred",1954,MLPD,"Wahlkreis 063
    und 
    Land Brandenburg (Platz 3)",
"Weihusen, Elke",1972,Tierschutzpartei,"Wahlkreis 076
    und 
    Land Berlin (Platz 5)",
"Weiland, Hans-Peter",1959,FREIE WÄHLER,Wahlkreis 089,
"Weiler, Albert Helmut",1965,CDU,"Wahlkreis 195
    und 
    Land Thüringen (Platz 8)",
"Weiler, Marion",1965,dieBasis,Land Rheinland-Pfalz (Platz 7),
"Weinberg, Marcus",1967,CDU,Wahlkreis 019,
"Dr. Weindl, Robert Josef",1969,FDP,"Wahlkreis 103
    und 
    Land Nordrhein-Westfalen (Platz 33)",
"Weingart, Anna Xenia",1994,V-Partei³,"Wahlkreis 252
    und 
    Land Bayern (Platz 10)",
"Dr. Weingarten, Joe",1962,SPD,"Wahlkreis 201
    und 
    Land Rheinland-Pfalz (Platz 14)",
"Weinlich, Matthias",1975,FREIE WÄHLER,Land Sachsen (Platz 19),
"Weinlich, Peggy",1982,FREIE WÄHLER,Land Sachsen (Platz 15),
